Date,Agent,All Products,Calls,Carrier Diversification,DMV NB,DMV NB Count,GI,Meal Penalties,Money Reports Error,BF,NB,NB vs Serv,Work Hours,OT,QA Score,Refunds,Tardies,Traffic School,Underwriting Error Margin,Uninsured Motorist %,Unjust OT,UW Open,WQ
1/3/25,cindyo,,,,0,0,350.42,0,,0,0,0.00,8,0,,,,,,,,,
1/3/25,cmartinez,,,,0,0,942.02,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,creyes,,,,40.75,1,515.31,0,,264.44,1,0.51,7.92,0,,,,,,,,,
1/3/25,cristinal,,,,40.75,1,697.18,0,,303.43,2,0.44,8,0.3,,,,,,,,,
1/3/25,Cynthiar,,,,0,0,1294.47,0,,800,4,0.62,8,0.49,,,,,,,,,
1/3/25,diannah,,,,0,0,781.28,0,,140.26,2,0.18,7.9,0,,,,,,,,,
1/3/25,drbadillo,,,,0,0,15.03,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,ecortez,,,,178.25,2,965.1,0,,200.81,1,0.21,0,0,,,,,,,,,
1/3/25,ecuevas,,,,0,0,255.01,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,emilianor,,,,0,0,60.02,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,erickm,,,,0,0,245,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,FabianC,,,,0,0,1010,0,,450,3,0.45,8,0.75,,,,,,,,,
1/3/25,fernandag,,,,0,0,170,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,fernandomon,,,,0,0,768.2,0,,479.2,3,0.62,7.94,0,,,,,,,,,
1/3/25,fgutierrez,,,,40.75,1,427.69,0,,0,0,0.00,8,0.25,,,,,,,,,
1/3/25,fjluna,,,,0,0,50,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,franciscos,,,,0,0,415.01,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,francymar,,,,0,0,90.77,0,,0,0,0.00,8,0,,,,,,,,,
1/3/25,fredm,,,,0,0,30,0,,0,0,0.00,8,0,,,,,,,,,
1/3/25,gabrielab,,,,0,0,1025.96,0,,660.84,3,0.64,0,0,,,,,,,,,
1/3/25,gcastellanos,,,,40.75,1,589.21,0,,503.17,2,0.85,8,0.64,,,,,,,,,
1/3/25,GeorgeL,,,,0,0,1085.64,0,,747.76,6,0.69,8,0.34,,,,,,,,,
1/3/25,gmoyeda,,,,0,0,732.4,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,gorellana,,,,0,0,947.45,0,,845,3,0.89,6.83,0,,,,,,,,,
1/3/25,GracielaM,,,,40.75,1,466.18,0,,0,0,0.00,8,0.96,,,,,,,,,
1/3/25,griseldad,,,,0,0,1099.98,0,,0,3,0.00,0,0,,,,,,,,,
1/3/25,guadalupel,,,,0,0,255.24,0,,225.24,1,0.88,0,0,,,,,,,,,
1/3/25,guillermoc,,,,0,0,597.68,0,,161.56,1,0.27,8,0,,,,,,,,,
1/3/25,hluevano,,,,0,0,45,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,hugod,,,,0,0,447,0,,342,2,0.77,0,0,,,,,,,,,
1/3/25,irerih,,,,0,0,40,0,,25,1,0.63,8,0,,,,,,,,,
1/3/25,irvinm,,,,0,0,1010.69,0,,442.92,2,0.44,8,0,,,,,,,,,
1/3/25,isidroc,,,,0,0,30.02,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,ismaelv,,,,0,0,144.9,0,,0,0,0.00,8,0.02,,,,,,,,,
1/3/25,ivanra,,,,0,0,644.71,0,,344.71,2,0.53,7.98,0,,,,,,,,,
1/3/25,jaimemo,,,,0,0,145,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,jazminhol,,,,0,0,1554,0,,900,4,0.58,8,0,,,,,,,,,
1/3/25,jcolunga,,,,0,0,0.01,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,jeanetts,,,,0,0,0,0,,0,2,-,0,0,,,,,,,,,
1/3/25,jesusf,,,,0,0,0,0,,0,1,-,8,0,,,,,,,,,
1/3/25,jimenac,,,,0,0,45,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,jonatanr,,,,0,0,30.01,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,jorgej,,,,0,0,48,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,jorgel,,,,0,0,0,0,,0,14,-,0,0,,,,,,,,,
1/3/25,JorgemA,,,,0,0,745,0,,400,2,0.54,8,0,,,,,,,,,
1/3/25,josefinah,,,,0,0,922,0,,237,3,0.26,0,0,,,,,,,,,
1/3/25,josemar,,,,0,0,45.02,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,josemun,,,,0,0,125,0,,0,0,0.00,1.5,0,,,,,,,,,
1/3/25,joser,,,,0,0,425.55,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,justinr,,,,0,0,90.5,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,karlam,,,,0,0,1125.59,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,katherinem,,,,0,0,246.81,0,,181.81,2,0.74,8,0,,,,,,,,,
1/3/25,kcoronado,,,,0,0,1062.92,0,,575.07,2,0.54,8,0.18,,,,,,,,,
1/3/25,landih,,,,0,0,490.31,0,,178.94,1,0.36,8,0,,,,,,,,,
1/3/25,luisal,,,,0,0,192.04,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,luisort,,,,0,0,595.98,0,,295.98,1,0.50,0,0,,,,,,,,,
1/3/25,Luisro,,,,0,0,605.88,0,,350.73,2,0.58,7.85,0,,,,,,,,,
1/3/25,luzg,,,,40.75,1,571.24,0,,505.49,3,0.88,7.98,0,,,,,,,,,
1/3/25,make,,,,0,0,149.1,0,,0,0,0.00,7.97,0,,,,,,,,,
1/3/25,mariavel,,,,287,3,1178.79,0,,501.18,3,0.43,8,0.3,,,,,,,,,
1/3/25,Mariavr,,,,0,0,280.5,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,marinaag,,,,0,0,383.44,0,,383.44,1,1.00,7.53,0,,,,,,,,,
1/3/25,mariselaz,,,,0,0,1003.99,0,,718.99,3,0.72,7.87,0,,,,,,,,,
1/3/25,MarisolR,,,,0,0,618.52,0,,383.28,2,0.62,8,0.19,,,,,,,,,
1/3/25,marthagon,,,,0,0,0.02,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,MarvinA,,,,0,0,506,0,,325,3,0.64,8,0.93,,,,,,,,,
1/3/25,mayrao,,,,0,0,579.71,0,,449.09,2,0.77,0,0,,,,,,,,,
1/3/25,melissace,,,,0,0,190,0,,0,0,0.00,8,0,,,,,,,,,
1/3/25,Micahw,,,,0,0,942,0,,896,3,0.95,0,0,,,,,,,,,
1/3/25,miriamm,,,,0,0,954.43,0,,570.43,4,0.60,0,0,,,,,,,,,
1/3/25,misaelm,,,,0,0,135.01,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,mpurata,,,,0,0,1089.62,0,,989.62,5,0.91,0,0,,,,,,,,,
1/3/25,mramos,,,,0,0,666.78,0,,576.78,3,0.87,8,0.1,,,,,,,,,
1/3/25,msanchez,,,,0,0,540.76,0,,325.52,2,0.60,8,0.06,,,,,,,,,
1/3/25,nathaliea,,,,0,0,30,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,navillel,,,,0,0,220,0,,0,1,0.00,7.92,0,,,,,,,,,
1/3/25,ObedD,,,,0,0,1581.61,0,,645.37,3,0.41,8,0.42,,,,,,,,,
1/3/25,oscarg,,,,0,0,878.16,0,,670.92,4,0.76,8,0.09,,,,,,,,,
1/3/25,patrick,,,,0,0,402.61,0,,269.16,2,0.67,0,0,,,,,,,,,
1/3/25,pedrom,,,,0,0,30,0,,0,0,0.00,8,0.02,,,,,,,,,
1/3/25,priscillam,,,,0,0,80.01,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,rafaelr,,,,0,0,658.33,0,,84,1,0.13,8,0,,,,,,,,,
1/3/25,renev,,,,0,0,140.24,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,rickyc,,,,137.5,1,1592.5,0,,995,3,0.62,7.99,0,,,,,,,,,
1/3/25,rodolfom,,,,0,0,185,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,rodrigoca,,,,0,0,692.44,0,,662.44,4,0.96,8,0.46,,,,,,,,,
1/3/25,rosalba,,,,0,0,609.69,0,,494.69,3,0.81,8,0.89,,,,,,,,,
1/3/25,samanthav,,,,0,0,1645.58,0,,1544.95,7,0.94,8,0.32,,,,,,,,,
1/3/25,SandraV,,,,0,0,950,0,,450,2,0.47,7.43,0,,,,,,,,,
1/3/25,scarosales,,,,40.75,1,429.07,0,,163,2,0.38,8,0.12,,,,,,,,,
1/3/25,sofiaga,,,,0,0,574.98,0,,559.98,3,0.97,8,0.17,,,,,,,,,
1/3/25,sramirez,,,,0,0,175,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,stephaniev,,,,0,0,616.12,0,,361.12,2,0.59,8,0.12,,,,,,,,,
1/3/25,ugarcia,,,,0,0,300,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,valeriadl,,,,0,0,125,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,vanesaa,,,,40.75,1,636.43,0,,184.89,2,0.29,8,0.03,,,,,,,,,
1/3/25,victoriag,,,,40.75,1,140.77,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,victors,,,,40.75,1,540.88,0,,79.37,1,0.15,0,0,,,,,,,,,
1/3/25,walter,,,,40.75,1,1629.7,0,,835.52,3,0.51,8,1.16,,,,,,,,,
1/3/25,webpayments,,,,0,0,217,0,,0,0,0.00,0,0,,,,,,,,,
1/3/25,williamg,,,,0,0,208,0,,143,2,0.69,8,0,,,,,,,,,
1/3/25,wnolasco,,,,0,0,866.46,0,,335,2,0.39,8,0.3,,,,,,,,,
1/3/25,yazmin,,,,0,0,295,0,,0,0,0.00,8,0.55,,,,,,,,,
1/3/25,yocelinee,,,,0,0,30,0,,0,0,0.00,7.66,0,,,,,,,,,
1/3/25,yvonnef,,,,137.5,1,2252.68,0,,626,2,0.28,8,1.36,,,,,,,,,
1/4/25,aaronr,,,,0,0,296.41,0,,86.41,2,0.29,0,0,,,,,,,,,
1/4/25,AbrahamD,,,,0,0,601,0,,601,3,1.00,4,0,,,,,,,,,
1/4/25,AbrahamP,,,,40.75,1,1093.57,0,,492.82,3,0.45,7.5,0,,,,,,,,,
1/4/25,acabello,,,,0,0,165.01,0,,0,0,0.00,0,0,,,,,,,,,
1/4/25,aduran,,,,0,0,1485.29,0,,985.28,4,0.66,8,0.28,,,,,,,,,
1/4/25,AlejandraRa,,,,0,0,356.37,0,,96.37,1,0.27,7.7,0,,,,,,,,,
1/4/25,alejandrohuer,,,,0,0,375.11,0,,0,0,0.00,7.34,0,,,,,,,,,
1/4/25,alexanderl,,,,0,0,370,0,,370,2,1.00,0,0,,,,,,,,,
1/4/25,alexanderm,,,,0,0,994.71,0,,520,3,0.52,7.39,0,,,,,,,,,
1/4/25,alfredome,,,,0,0,842.4,0,,247,2,0.29,7.6,0,,,,,,,,,
1/4/25,almag,,,,0,0,696,0,,406,2,0.58,7.5,0,,,,,,,,,
1/4/25,andreaam,,,,0,0,265,0,,0,0,0.00,7.5,0,,,,,,,,,
1/4/25,andreae,,,,40.75,1,819.92,1,,377.22,2,0.46,7.52,0,,,,,,,,,
1/4/25,Antonios,,,,40.75,1,1216.79,0,,851.04,3,0.70,7.81,0,,,,,,,,,
1/4/25,anyp,,,,0,0,585,0,,0,0,0.00,0,0,,,,,,,,,
1/4/25,ariasj,,,,0,0,806.23,0,,532.22,3,0.66,7.48,0,,,,,,,,,
1/4/25,arturov,,,,0,0,71.01,0,,0,0,0.00,0,0,,,,,,,,,
1/4/25,barbieb,,,,0,0,394.19,0,,200,1,0.51,7.52,0,,,,,,,,,
